Id,SalePrice
1626,156631.1
1627,173930.0
1628,267629.0
1629,180040.0
1630,289026.1
1631,215625.0
1632,288760.0
1633,175760.0
1634,181700.0
1635,183350.0
1636,180070.0
1637,186800.0
1638,205840.0
1639,188090.0
1640,245600.0
1641,188960.0
1642,222161.3
1643,204900.0
1644,207100.0
1645,180315.0
1646,175650.0
1647,165000.0
1648,142950.0
1649,138210.0
1650,120500.0
1651,116115.0
1652,99000.0
1653,97100.0
1654,155000.0
1655,131927.5
1656,144750.0
1657,155000.0
1658,144750.0
1659,112425.0
1660,154940.0
1661,463707.9
1662,317411.6
1663,371301.2
1664,443402.4
1665,348029.3
1666,317392.6
1667,358141.5
1668,346565.5
1669,272400.0
1670,355941.5
1671,262920.0
1672,517750.0
1673,337556.0
1674,249700.0
1675,203006.5
1676,207200.0
1677,212745.7
1678,412817.4
1679,369874.6
1680,333316.6
1681,232976.1
1682,319746.3
1683,203273.0
1684,175633.5
1685,173980.0
1686,161572.5
1687,173660.0
1688,198060.0
1689,179627.9
1690,179420.0
1691,176810.0
1692,240963.0
1693,172710.0
1694,176189.0
1695,177610.0
1696,297692.2
1697,177610.0
1698,348366.3
1699,326525.0
1700,239609.0
1701,267200.0
1702,316046.8
1703,267227.5
1704,276247.7
1705,250128.0
1706,400187.9
1707,216559.0
1708,269227.6
1709,243372.8
1710,245103.0
1711,255730.0
1712,297863.7
1713,270892.8
1714,240900.0
1715,205330.0
1716,156730.0
1717,152065.0
1718,119250.0
1719,215810.0
1720,256342.2
1721,150800.0
1722,123240.0
1723,190250.0
1724,259319.8
1725,236083.5
1726,208813.5
1727,180645.0
1728,184466.5
1729,180148.5
1730,190355.3
1731,133150.0
1732,91404.0
1733,101664.9
1734,141725.0
1735,127690.0
1736,118608.3
1737,368690.0
1738,185370.0
1739,326695.6
1740,311976.1
1741,194280.0
1742,172640.0
1743,172900.0
1744,203650.0
1745,200900.0
1746,218290.0
1747,195310.0
1748,224090.0
1749,167970.0
1750,141335.0
1751,194580.0
1752,112990.0
1753,170565.0
1754,196250.0
1755,171240.0
1756,122500.0
1757,117750.8
1758,145240.0
1759,140523.2
1760,168840.0
1761,141045.9
1762,236190.0
1763,165700.0
1764,121862.5
1765,189340.0
1766,162350.0
1767,197800.0
1768,133335.0
1769,163200.0
1770,133450.0
1771,131812.5
1772,151325.0
1773,133562.5
1774,153830.5
1775,136380.0
1776,146210.0
1777,108750.0
1778,119730.0
1779,131090.0
1780,162300.0
1781,133845.0
1782,111790.0
1783,144730.0
1784,95230.0
1785,118490.0
1786,148480.0
1787,156140.0
1788,66960.0
1789,94390.0
1790,84610.0
1791,231880.0
1792,156165.0
1793,147390.0
1794,128195.0
1795,132250.0
1796,136745.0
1797,131590.0
1798,129810.0
1799,86075.0
1800,143500.0
1801,134550.0
1802,127390.0
1803,162895.0
1804,141392.0
1805,123139.3
1806,95150.0
1807,133250.0
1808,120390.0
1809,142000.0
1810,140180.0
1811,134500.0
1812,118450.0
1813,112930.0
1814,106540.0
1815,75631.1
1816,99550.0
1817,136450.0
1818,132700.0
1819,109400.8
1820,68290.0
1821,102768.0
1822,134280.0
1823,86100.0
1824,154100.0
1825,131050.0
1826,108440.0
1827,101400.0
1828,116730.0
1829,119800.0
1830,141740.0
1831,123930.0
1832,141890.0
1833,130340.0
1834,142993.4
1835,129830.0
1836,128217.5
1837,82060.0
1838,135950.0
1839,92635.0
1840,162790.0
1841,146358.7
1842,119640.0
1843,140145.0
1844,143100.0
1845,170680.0
1846,156510.0
1847,214652.4
1848,90000.0
1849,156950.0
1850,121115.0
1851,149200.0
1852,120600.0
1853,145310.0
1854,170140.0
1855,190090.0
1856,201770.0
1857,179847.0
1858,164777.1
1859,118233.68000000001
1860,149285.9
1861,118233.68000000001
1862,306642.6
1863,306642.6
1864,306642.6
1865,267663.5
1866,286036.4
1867,239226.6
1868,252700.0
1869,196114.3
1870,212230.0
1871,241997.8
1872,177853.5
1873,202390.0
1874,134060.0
1875,199790.0
1876,196425.0
1877,201810.0
1878,223164.0
1879,131705.0
1880,133257.0
1881,252450.0
1882,259130.0
1883,212350.0
1884,234600.0
1885,229667.6
1886,239700.0
1887,185115.0
1888,237924.9
1889,169812.5
1890,123045.0
1891,147400.0
1892,120620.0
1893,143500.0
1894,124910.0
1895,174040.0
1896,119050.0
1897,112070.0
1898,107847.5
1899,134540.0
1900,106795.0
1901,196470.0
1902,159280.0
1903,216020.0
1904,125400.0
1905,190090.0
1906,154186.4
1907,271350.0
1908,108770.0
1909,124250.0
1910,124250.0
1911,191850.0
1912,230462.4
1913,137200.0
1914,84651.1
1915,262989.8
1916,125277.6
1917,243371.0
1918,130030.0
1919,167590.0
1920,209288.6
1921,373105.8
1922,261681.2
1923,218000.0
1924,197450.0
1925,229810.0
1926,359958.7
1927,131450.0
1928,169690.0
1929,122550.0
1930,152800.0
1931,135150.0
1932,138600.0
1933,162510.0
1934,176350.0
1935,178960.0
1936,176450.0
1937,185350.0
1938,199928.0
1939,263450.0
1940,188520.0
1941,181000.0
1942,203550.0
1943,188575.0
1944,298507.1
1945,345294.4
1946,193440.0
1947,311469.3
1948,178310.0
1949,261920.0
1950,166410.0
1951,237550.0
1952,180990.0
1953,159385.0
1954,191040.0
1955,132970.0
1956,244277.9
1957,187750.0
1958,299300.0
1959,151950.0
1960,127870.0
1961,118125.0
1962,99000.0
1963,108140.0
1964,114700.0
1965,146950.0
1966,133202.5
1967,255782.4
1968,412006.1
1969,365544.3
1970,357150.0
1971,380478.9
1972,296530.0
1973,333688.9
1974,306200.0
1975,425772.4
1976,270312.8
1977,378479.9
1978,331500.0
1979,366311.3
1980,198674.9
1981,323118.6
1982,215443.2
1983,215443.2
1984,173190.0
1985,204797.8
1986,200312.3
1987,172532.5
1988,179240.0
1989,220178.5
1990,229102.5
1991,207654.0
1992,214790.0
1993,181950.0
1994,240147.7
1995,186990.0
1996,241779.0
1997,295440.0
1998,374095.0
1999,254090.0
2000,310064.3
2001,268200.0
2002,235172.8
2003,257019.2
2004,256170.5
2005,235328.0
2006,242309.6
2007,255412.8
2008,195774.1
2009,211310.0
2010,197520.0
2011,118545.0
2012,203346.1
2013,179790.0
2014,196300.0
2015,200400.0
2016,213190.0
2017,201170.0
2018,129550.0
2019,90642.3
2020,106521.6
2021,86981.5
2022,178970.0
2023,158195.3
2024,280100.0
2025,312368.0
2026,174413.0
2027,153288.5
2028,151143.3
2029,177490.0
2030,254900.0
2031,198140.0
2032,269750.0
2033,226140.0
2034,160070.0
2035,226670.0
2036,164650.0
2037,166950.0
2038,276750.0
2039,215140.0
2040,248897.9
2041,206300.0
2042,214093.5
2043,168150.0
2044,161310.0
2045,185495.5
2046,143780.5
2047,166230.0
2048,142030.0
2049,135480.0
2050,169395.0
2051,127190.0
2052,143000.0
2053,141650.0
2054,83281.1
2055,169640.0
2056,142200.0
2057,121085.0
2058,203750.0
2059,136780.0
2060,133570.0
2061,157700.0
2062,137112.5
2063,108850.0
2064,140290.0
2065,122210.0
2066,180657.0
2067,142053.7
2068,172471.0
2069,105950.0
2070,97230.0
2071,77350.0
2072,159340.0
2073,137950.0
2074,152150.0
2075,142000.0
2076,118060.0
2077,148475.0
2078,129390.0
2079,144650.0
2080,111098.0
2081,113940.8
2082,131350.0
2083,128980.0
2084,115040.0
2085,137340.0
2086,143350.0
2087,129105.0
2088,120651.6
2089,75150.0
2090,132972.5
2091,131613.7
2092,136437.1
2093,154417.5
2094,88180.0
2095,146865.3
2096,94650.0
2097,84430.0
2098,154790.0
2099,66693.3
2100,143781.1
2101,130650.0
2102,143540.4
2103,97067.6
2104,162530.0
2105,118550.0
2106,109840.0
2107,202550.0
2108,132610.0
2109,133690.0
2110,118170.0
2111,135090.0
2112,129745.0
2113,117670.0
2114,109700.0
2115,148295.0
2116,116650.0
2117,146203.4
2118,124050.0
2119,106300.0
2120,100800.0
2121,107549.3
2122,96800.0
2123,111750.0
2124,152870.0
2125,134235.3
2126,151440.0
2127,138380.0
2128,132194.6
2129,84850.0
2130,139180.0
2131,146120.0
2132,98800.0
2133,100139.3
2134,117460.0
2135,79507.6
2136,131500.0
2137,129202.5
2138,144575.0
2139,150905.9
2140,128600.0
2141,145200.0
2142,141150.0
2143,156328.7
2144,134190.0
2145,126840.0
2146,186470.0
2147,173000.0
2148,126850.0
2149,147950.0
2150,196100.0
2151,92245.0
2152,148650.0
2153,145400.0
2154,110460.0
2155,103900.0
2156,279673.1
2157,206540.0
2158,268697.7
2159,204900.0
2160,165700.8
2161,240325.2
2162,375231.7
2163,296562.0
2164,264292.2
2165,204850.0
2166,144700.0
2167,182144.0
2168,206905.0
2169,185120.0
2170,223600.0
2171,177150.0
2172,147600.0
2173,217050.0
2174,252450.0
2175,235340.9
2176,302500.0
2177,262207.7
2178,207740.0
2179,145497.49999999997
2180,239065.0
2181,200110.0
2182,242450.0
2183,192193.5
2184,119445.0
2185,151530.0
2186,129640.0
2187,155845.0
2188,154400.0
2189,226324.4
2190,100725.0
2191,100725.0
2192,107290.0
2193,92300.0
2194,95150.0
2195,101840.0
2196,131130.0
2197,108638.0
2198,141260.0
2199,150500.0
2200,133960.0
2201,125950.0
2202,163790.0
2203,190610.0
2204,152080.0
2205,138345.0
2206,126100.0
2207,190990.0
2208,217650.0
2209,266950.0
2210,105970.0
2211,110790.0
2212,113350.0
2213,103900.0
2214,132900.0
2215,110490.0
2216,156790.0
2217,125390.0
2218,96717.6
2219,86115.0
2220,83521.1
2221,262989.8
2222,266783.7
2223,339758.1
2224,265580.0
2225,185120.0
2226,210625.0
2227,222253.2
2228,269450.0
2229,220317.8
2230,190578.5
2231,242960.0
2232,235450.0
2233,193720.0
2234,252560.0
2235,269100.0
2236,298040.0
2237,334998.9
2238,262090.0
2239,127950.0
2240,160630.0
2241,157270.0
2242,141140.0
2243,131640.0
2244,87690.0
2245,83421.1
2246,146810.0
2247,112430.0
2248,130400.0
2249,133600.0
2250,142690.0
2251,212895.0
2252,185085.0
2253,173460.0
2254,184950.0
2255,180940.0
2256,175540.0
2257,231493.5
2258,174300.0
2259,180770.0
2260,146800.0
2261,186790.0
2262,186500.0
2263,347980.8
2264,445633.8
2265,170660.0
2266,242658.2
2267,282693.3
2268,401749.4
2269,158940.0
2270,168463.5
2271,175850.0
2272,186800.0
2273,150700.0
2274,173280.0
2275,145085.0
2276,153100.0
2277,158075.0
2278,166355.0
2279,121740.0
2280,129830.0
2281,171149.0
2282,177075.0
2283,91150.0
2284,111450.0
2285,129655.0
2286,122630.0
2287,348731.3
2288,297140.0
2289,410490.0
2290,387244.2
2291,379119.1
2292,389840.0
2293,426423.1
2294,336500.0
2295,465184.8
2296,225190.0
2297,273797.7
2298,331500.0
2299,423702.2
2300,277020.0
2301,257786.3
2302,259387.7
2303,261017.4
2304,247910.0
2305,174897.1
2306,174897.1
2307,211566.5
2308,217949.0
2309,259853.2
2310,222505.5
2311,203273.0
2312,176020.0
2313,177890.0
2314,169940.4
2315,177696.5
2316,244030.9
2317,194460.3
2318,182140.5
2319,183458.5
2320,183084.5
2321,185646.2
2322,172866.2
2323,171044.1
2324,172310.0
2325,241077.0
2326,173010.0
2327,220568.5
2328,215000.0
2329,178590.0
2330,174400.0
2331,353986.1
2332,346675.0
2333,301450.0
2334,287800.0
2335,261340.0
2336,313600.0
2337,218486.0
2338,254060.0
2339,258680.0
2340,388147.8
2341,264586.4
2342,249750.0
2343,259020.0
2344,240497.7
2345,224150.0
2346,224902.8
2347,211597.2
2348,223780.6
2349,183774.0
2350,252901.3
2351,276306.0
2352,273340.0
2353,291263.9
2354,131000.0
2355,119150.0
2356,148900.0
2357,227018.0
2358,223470.0
2359,107440.0
2360,124490.0
2361,141500.0
2362,262037.7
2363,146700.0
2364,146475.9
2365,226854.5
2366,172982.9
2367,230840.0
2368,196285.0
2369,243889.0
2370,177680.0
2371,175200.0
2372,183950.0
2373,234417.8
2374,232347.7
2375,257300.0
2376,277340.0
2377,265850.0
2378,146615.0
2379,167831.1
2380,148100.0
2381,156150.0
2382,175745.0
2383,223570.0
2384,240700.0
2385,164745.0
2386,141495.0
2387,146035.0
2388,124670.0
2389,130135.0
2390,153080.0
2391,135170.0
2392,122100.0
2393,149240.0
2394,153165.0
2395,213520.0
2396,149885.0
2397,159470.0
2398,112600.0
2399,76330.0
2400,68310.0
2401,113590.0
2402,132547.5
2403,124700.0
2404,172930.0
2405,163500.0
2406,113540.0
2407,129865.0
2408,141245.0
2409,137430.0
2410,153530.0
2411,113440.0
2412,139280.0
2413,133652.5
2414,136475.0
2415,131050.0
2416,113530.0
2417,120670.0
2418,112075.8
2419,127945.0
2420,106250.0
2421,163600.0
2422,128420.0
2423,131190.0
2424,146410.0
2425,302827.9
2426,108040.0
2427,144238.7
2428,136550.0
2429,118140.0
2430,120465.0
2431,138052.5
2432,130235.0
2433,136020.0
2434,147060.0
2435,148465.0
2436,119900.0
2437,121650.0
2438,118325.0
2439,107350.0
2440,114217.6
2441,98886.0
2442,102648.0
2443,118518.0
2444,110780.4
2445,95850.0
2446,132730.0
2447,153600.0
2448,145100.0
2449,122700.8
2450,126950.0
2451,131707.9
2452,216750.0
2453,120250.0
2454,148005.0
2455,110100.0
2456,130420.0
2457,118240.0
2458,108200.0
2459,116640.0
2460,128490.0
2461,125050.0
2462,122950.0
2463,120790.0
2464,186470.0
2465,131090.0
2466,125750.0
2467,137857.5
2468,113090.0
2469,105095.1
2470,221640.0
2471,191030.0
2472,182320.0
2473,143580.0
2474,115600.0
2475,186150.0
2476,97110.0
2477,136140.0
2478,164800.0
2479,142275.0
2480,152090.0
2481,125595.0
2482,108566.6
2483,123700.0
2484,130375.0
2485,126780.0
2486,156780.0
2487,206920.0
2488,100376.6
2489,150000.0
2490,148380.0
2491,111850.0
2492,203650.0
2493,162643.2
2494,163103.2
2495,149980.0
2496,239650.0
2497,137990.0
2498,114310.0
2499,110285.0
2500,141250.0
2501,135640.0
2502,126480.0
2503,128200.0
2504,183450.0
2505,234396.8
2506,249784.2
2507,335009.6
2508,240793.9
2509,239790.0
2510,208448.0
2511,185236.9
2512,202350.0
2513,224050.0
2514,206950.0
2515,148600.0
2516,165313.5
2517,131760.0
2518,142850.0
2519,223490.0
2520,202830.0
2521,206550.0
2522,207325.0
2523,128790.0
2524,147150.0
2525,146280.0
2526,151340.0
2527,128925.0
2528,125540.0
2529,123390.0
2530,118550.0
2531,239030.0
2532,222850.0
2533,206975.0
2534,227400.0
2535,286478.0
2536,192904.1
2537,192718.6
2538,175570.5
2539,166530.0
2540,189795.6
2541,174892.5
2542,173960.0
2543,122365.0
2544,108720.0
2545,133680.0
2546,135405.0
2547,140650.0
2548,210210.0
2549,185190.0
2550,449367.7
2551,153300.0
2552,112724.3
2553,100725.0
2554,122910.0
2555,84840.0
2556,115420.0
2557,116550.0
2558,206480.0
2559,161000.0
2560,136415.0
2561,104980.0
2562,148335.0
2563,170360.0
2564,183153.4
2565,155275.0
2566,146680.0
2567,146690.0
2568,178410.0
2569,192235.0
2570,113670.0
2571,238680.0
2572,142000.0
2573,185600.5
2574,282340.0
2575,115740.0
2576,148440.0
2577,169750.0
2578,101800.0
2579,85031.1
2580,122930.0
2581,121050.0
2582,103527.6
2583,284256.1
2584,128115.0
2585,242640.0
2586,229637.2
2587,199340.0
2588,122530.0
2589,142300.0
2590,210880.0
2591,264150.0
2592,289606.1
2593,286206.4
2594,185320.0
2595,204540.0
2596,339447.6
2597,216985.0
2598,280143.1
2599,335600.6
2600,319620.0
2601,148790.0
2602,94950.0
2603,90540.0
2604,97140.0
2605,95300.0
2606,137575.0
2607,157800.0
2608,192050.0
2609,163630.0
2610,94300.0
2611,166850.0
2612,157245.0
2613,125920.0
2614,123535.0
2615,152440.0
2616,130752.5
2617,195380.0
2618,220590.0
2619,195090.0
2620,177330.0
2621,184245.0
2622,211455.0
2623,252290.0
2624,353664.3
2625,296100.0
2626,174200.0
2627,174490.0
2628,428695.9
2629,534234.0
2630,357512.0
2631,508317.6
2632,422601.2
2633,293703.2
2634,357991.3
2635,159490.0
2636,186620.0
2637,155300.0
2638,243596.0
2639,186650.0
2640,168090.0
2641,116000.0
2642,247237.4
2643,105090.0
2644,119500.0
2645,114090.0
2646,93800.0
2647,110390.0
2648,131687.5
2649,151980.0
2650,130005.0
2651,137250.0
2652,484706.9
2653,295084.4
2654,345921.9
2655,357301.7
2656,377964.4
2657,252523.1
2658,269390.0
2659,355180.9
2660,364558.2
2661,356020.6
2662,316686.5
2663,283435.0
2664,254213.2
2665,277312.0
2666,307659.3
2667,175131.5
2668,174449.5
2669,188937.3
2670,265950.0
2671,176256.0
2672,186343.9
2673,200146.0
2674,199599.0
2675,164509.5
2676,180667.9
2677,220215.0
2678,277138.0
2679,281490.0
2680,286307.7
2681,335484.0
2682,296275.0
2683,526336.1
2684,299200.0
2685,330975.0
2686,275447.7
2687,316284.4
2688,230580.0
2689,187582.9
2690,474047.9
2691,203790.0
2692,115750.0
2693,193699.0
2694,119400.0
2695,200760.0
2696,199310.0
2697,213400.0
2698,210220.0
2699,201845.0
2700,173600.0
2701,174876.7
2702,134550.0
2703,129550.0
2704,130507.1
2705,125150.0
2706,117040.0
2707,127788.3
2708,131075.0
2709,105660.0
2710,114100.0
2711,312250.0
2712,327600.0
2713,186595.0
2714,148998.66666666666
2715,174580.0
2716,162694.53333333335
2717,201800.0
2718,244875.0
2719,156740.0
2720,173890.0
2721,141650.0
2722,168725.0
2723,137275.0
2724,123450.0
2725,136500.0
2726,143835.0
2727,157035.0
2728,169700.0
2729,168067.5
2730,152275.0
2731,102000.0
2732,113360.0
2733,161190.0
2734,171590.0
2735,140895.0
2736,147990.0
2737,109950.0
2738,121950.0
2739,160695.0
2740,138550.0
2741,148920.0
2742,155000.0
2743,155765.0
2744,137252.5
2745,127740.0
2746,137550.0
2747,151100.0
2748,140475.0
2749,133300.0
2750,139180.0
2751,118050.0
2752,309486.1
2753,156400.0
2754,233290.0
2755,125260.0
2756,97820.0
2757,89410.0
2758,84451.1
2759,162610.0
2760,138238.7
2761,138405.0
2762,141425.0
2763,165530.0
2764,175800.0
2765,317897.0
2766,134250.0
2767,92420.0
2768,129762.2
2769,132240.0
2770,126629.3
2771,116675.0
2772,98220.0
2773,135500.0
2774,139680.0
2775,126682.1
2776,124400.0
2777,110700.0
2778,108280.0
2779,144140.0
2780,114850.0
2781,108980.0
2782,120105.0
2783,117658.3
2784,119130.0
2785,150643.4
2786,82240.0
2787,113690.0
2788,106130.0
2789,145290.0
2790,106240.0
2791,128815.0
2792,84580.0
2793,210640.0
2794,103190.0
2795,122600.0
2796,100450.0
2797,131648.8
2798,138900.0
2799,100158.3
2800,91870.0
2801,110920.0
2802,126600.0
2803,162760.5
2804,154940.0
2805,115760.0
2806,87380.0
2807,205590.0
2808,140690.9
2809,123708.3
2810,142590.0
2811,161460.9
2812,142350.0
2813,211390.0
2814,181885.8
2815,126100.0
2816,228850.0
2817,156375.0
2818,105751.6
2819,130485.0
2820,143950.0
2821,119050.0
2822,261897.0
2823,286630.0
2824,198950.0
2825,168050.0
2826,126505.0
2827,118820.0
2828,301000.0
2829,284100.0
2830,237160.8
2831,183476.9
2832,246506.1
2833,233050.0
2834,212590.8
2835,220933.7
2836,182916.5
2837,176995.0
2838,157380.0
2839,177820.0
2840,181554.0
2841,198065.0
2842,208850.0
2843,158250.0
2844,139000.0
2845,129510.0
2846,221700.0
2847,200890.0
2848,189337.2
2849,209200.0
2850,256100.0
2851,248400.0
2852,257600.0
2853,226225.0
2854,140716.66666666666
2855,191183.0
2856,204717.8
2857,179274.5
2858,177445.0
2859,128825.0
2860,128010.0
2861,145820.0
2862,215568.5
2863,117530.0
2864,260040.2
2865,148400.0
2866,133200.0
2867,99200.0
2868,117390.0
2869,140900.0
2870,174360.0
2871,87750.0
2872,71661.1
2873,109050.0
2874,129075.0
2875,113430.0
2876,149457.5
2877,143715.0
2878,178340.0
2879,135550.0
2880,115820.0
2881,156480.0
2882,152800.0
2883,155840.0
2884,169220.0
2885,201100.0
2886,211240.0
2887,107100.0
2888,114367.6
2889,85840.0
2890,85600.0
2891,141250.0
2892,80180.0
2893,112440.0
2894,67701.1
2895,302829.1
2896,266783.7
2897,166400.0
2898,148971.18
2899,205010.0
2900,169695.0
2901,201650.0
2902,245775.0
2903,372512.9
2904,325187.1
2905,187190.0
2906,245820.0
2907,135725.0
2908,125790.0
2909,155540.0
2910,81500.0
2911,94150.0
2912,143905.0
2913,98100.0
2914,88390.0
2915,84440.0
2916,100700.0
2917,157070.0
2918,108075.0
2919,262200.0
